ID,AcceptedCmp1,AcceptedCmp2,Education,Marital_Status,Year_Birth,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
2521,0,0,Master,Married,1971,35178,10,23,1,13,2,2,1,1,1,2,7
9592,0,0,Graduation,Together,1983,22010,51,11,2,9,3,0,2,2,0,3,8
10151,0,0,Graduation,Divorced,1960,62204,38,317,46,247,151,46,1,4,5,12,3
7381,1,0,Graduation,Divorced,1968,75693,10,797,153,293,72,97,1,11,4,6,4
4099,0,0,Graduation,Married,1972,30675,14,10,2,16,11,2,1,1,0,3,8
9560,0,0,Graduation,Together,1965,83003,18,856,61,570,40,25,1,7,6,8,3
1150,0,0,PhD,Together,1899,83532,36,755,144,562,104,64,1,4,6,4,1
10172,0,0,Graduation,Single,1988,68655,95,456,19,832,75,118,1,4,5,11,3
11191,0,0,Graduation,Divorced,1986,41411,11,37,32,38,11,3,1,2,1,4,6
9707,0,1,PhD,Married,1969,55212,65,1103,0,45,0,0,3,4,2,11,8
6245,0,0,PhD,Together,1950,59292,71,378,14,68,19,14,2,3,5,8,3
8234,0,0,Basic,Together,1973,27190,13,1,6,7,0,1,1,1,0,2,8
1411,0,0,Graduation,Divorced,1952,82623,58,204,34,204,172,153,1,2,9,4,1
8553,0,0,Graduation,Married,1965,44300,65,30,0,9,0,0,2,1,0,3,6
1826,0,0,Graduation,Divorced,1970,84835,0,189,104,379,111,189,1,4,4,6,1
8842,0,0,Graduation,Widow,1971,30372,33,15,0,12,7,3,3,2,0,3,7
11030,0,0,Master,Married,1976,33181,90,9,0,3,0,0,1,1,0,2,6
2579,0,0,Graduation,Married,1957,71113,95,495,33,255,11,33,4,6,7,9,4
175,0,0,Graduation,Married,1986,71952,93,656,80,455,52,107,2,8,4,8,4
9185,0,0,PhD,Single,1966,69759,38,452,20,514,13,30,3,4,6,5,3
11056,0,0,Graduation,Married,1974,72099,18,546,91,410,119,0,1,3,4,10,1
9365,0,0,PhD,Single,1976,60000,57,1048,0,217,0,0,5,11,3,5,6
6201,0,0,Graduation,Single,1978,38643,45,22,2,14,0,1,2,2,0,3,7
2061,0,0,Graduation,Married,1955,50737,61,78,0,11,0,0,1,2,0,4,6
6184,0,0,PhD,Married,1969,68462,6,561,64,785,84,128,1,3,3,8,1
6142,0,0,Master,Married,1943,65073,65,629,17,177,69,0,1,5,3,5,2
4107,0,0,PhD,Together,1948,46681,52,269,15,69,15,19,2,4,6,4,5
7274,0,0,Graduation,Married,1957,78618,87,736,163,818,212,163,1,4,7,10,2
9336,0,0,PhD,Widow,1969,62187,38,512,0,83,0,0,3,6,2,10,4
2958,0,0,Graduation,Married,1978,28442,53,19,3,10,11,8,3,2,1,4,4
933,0,0,PhD,Married,1978,37717,31,9,0,6,4,1,1,1,0,2,9
5837,0,0,Graduation,Married,1967,51479,67,247,8,160,6,8,7,6,3,6,7
10704,0,0,Graduation,Single,1969,54803,65,404,0,92,28,27,2,6,2,9,4
5125,0,0,Graduation,Married,1960,79530,64,333,0,815,129,42,1,4,10,11,2
4432,0,0,Graduation,Divorced,1976,31615,82,2,3,20,6,11,2,2,0,3,7
5955,0,0,Graduation,Together,1962,72025,27,833,33,549,151,133,1,4,3,8,3
2928,0,0,PhD,Single,1975,52614,63,789,0,142,12,9,2,2,4,8,8
5680,0,0,2n Cycle,Married,1984,35684,66,10,4,7,0,6,1,1,0,3,6
10313,0,0,Graduation,Married,1975,48178,69,159,4,45,6,2,6,5,1,4,8
2557,0,0,Master,Single,1970,29548,52,7,1,6,3,1,1,1,1,2,4
1245,0,0,Graduation,Single,1966,63810,45,977,12,253,16,12,4,4,3,12,8
1519,0,0,PhD,Single,1972,38578,2,38,4,22,3,3,3,3,0,3,8
10703,0,0,Master,Single,1975,46098,86,57,0,27,0,0,4,3,2,2,8
1726,0,0,Graduation,Single,1970,22585,23,3,9,15,13,2,1,1,1,2,9
4459,0,0,Graduation,Single,1989,30279,13,10,4,14,4,4,1,1,0,3,8
1729,0,0,PhD,Together,1961,66426,14,1043,24,97,32,24,2,3,5,10,6
1517,0,0,Graduation,Single,1969,30822,92,3,9,13,2,12,1,1,0,3,7
2098,0,0,PhD,Married,1969,33581,38,11,0,5,0,0,1,1,0,2,8
9543,0,0,Graduation,Married,1985,19986,74,3,6,5,0,2,1,0,0,3,7
6878,0,0,Graduation,Widow,1954,27421,14,43,12,96,78,40,3,4,1,6,7
3310,0,0,2n Cycle,Married,1973,35688,94,73,3,90,12,1,7,4,1,4,8
2724,0,0,Master,Single,1981,36143,33,12,0,1,0,0,1,0,1,2,3
948,0,0,Graduation,Single,1971,10245,32,4,7,7,6,4,3,1,2,2,5
6720,0,0,Master,Together,1968,43795,11,314,11,53,4,3,3,7,3,4,7
6202,0,0,Graduation,Together,1960,63381,78,571,50,142,33,50,4,4,5,13,2
2066,0,0,Graduation,Together,1949,38823,56,70,0,11,2,8,1,2,1,3,6
9799,0,0,PhD,Divorced,1968,83664,57,866,21,151,28,21,3,2,2,12,5
8318,0,0,Graduation,Together,1979,90300,7,594,134,786,33,134,0,5,6,8,1
5642,0,0,Master,Together,1979,62499,0,140,4,61,0,13,2,3,1,6,4
2669,0,0,Graduation,Single,1993,74293,66,375,152,335,93,91,1,5,4,6,2
455,0,0,PhD,Married,1946,51012,86,102,9,63,2,9,1,4,1,4,6
7683,0,0,Master,Married,1968,70777,80,554,35,113,0,7,3,5,3,12,3
3428,0,0,PhD,Together,1991,68682,56,919,0,505,99,30,1,4,9,10,2
7414,0,0,Graduation,Married,1971,43824,18,96,1,42,12,3,4,3,1,4,8
6354,0,0,Graduation,Together,1984,15345,51,5,2,16,3,2,2,1,1,2,8
798,0,0,Graduation,Single,1987,23442,71,2,0,6,8,6,1,1,0,3,7
8213,0,0,2n Cycle,Together,1980,14515,71,6,4,9,6,36,4,2,2,3,7
2488,0,0,2n Cycle,Divorced,1956,31395,80,23,1,25,0,8,4,2,1,3,6
9999,0,0,Graduation,Together,1965,75276,2,610,105,125,137,42,1,9,4,9,5
7617,0,0,Graduation,Single,1974,42373,83,67,5,61,3,8,5,2,1,5,5
615,0,0,Graduation,Together,1960,30507,29,65,36,74,38,20,1,5,1,4,7
2552,0,0,PhD,Single,1955,55521,11,416,0,26,0,0,9,6,3,6,7
194,0,0,Graduation,Married,1965,48006,55,23,0,11,3,2,1,1,0,3,6
3645,0,0,PhD,Single,1972,27213,19,19,3,26,10,9,3,2,0,4,8
8890,0,0,PhD,Divorced,1971,65808,1,155,7,80,13,7,3,5,1,5,6
5049,0,0,PhD,Together,1974,30351,19,14,0,24,3,3,1,3,0,2,9
9973,0,0,Graduation,Married,1963,50437,28,370,9,92,6,9,3,7,1,8,7
7301,0,0,2n Cycle,Single,1982,23616,76,4,22,11,3,7,2,3,0,3,8
10882,0,0,Graduation,Married,1976,53858,50,407,53,221,58,150,4,4,3,6,4
7030,1,0,PhD,Married,1955,66465,1,1200,0,204,38,29,3,11,9,12,6
7422,0,0,Graduation,Single,1987,46923,90,85,44,54,102,78,3,5,1,7,7
3523,0,0,Graduation,Together,1962,75072,83,583,34,309,0,22,2,5,4,8,3
7106,0,0,PhD,Married,1943,75865,73,483,0,591,156,0,1,3,5,10,1
6504,0,0,2n Cycle,Together,1975,19789,24,2,5,9,28,6,3,2,1,3,5
5067,1,1,Graduation,Together,1994,80134,11,966,26,282,52,26,1,2,7,11,5
4216,1,0,Graduation,Single,1981,91065,33,822,114,108,179,137,1,7,9,9,3
8581,0,0,Master,Married,1971,49505,4,604,0,100,19,0,9,10,2,8,8
5929,0,0,PhD,Married,1973,37401,14,19,3,19,3,1,2,2,0,3,7
3129,0,0,Graduation,Married,1983,30096,30,5,3,11,12,5,1,2,0,3,6
6528,0,0,Master,Together,1982,18492,75,2,2,2,2,1,1,1,0,2,8
1361,0,0,Master,Married,1974,82584,26,1076,68,103,29,91,1,3,4,8,1
6932,0,0,PhD,Married,1941,93027,77,1285,42,716,55,0,0,7,10,5,2
7284,0,0,Graduation,Married,1953,48686,8,10,0,7,2,0,1,1,0,2,8
1340,1,0,Graduation,Married,1986,92910,42,551,137,792,179,103,1,6,7,13,1
8746,1,0,Graduation,Married,1989,75433,28,800,0,297,0,34,2,2,5,10,6
5987,0,0,2n Cycle,Together,1989,10404,52,2,2,11,10,6,2,1,0,4,5
3767,0,0,Graduation,Married,1968,61314,1,378,0,189,97,172,2,5,5,12,3
3725,1,1,PhD,Single,1961,84865,1,1248,16,349,43,16,1,2,4,9,4
4324,0,0,Graduation,Married,1989,42387,42,235,0,235,19,4,5,8,1,7,8
238,0,0,2n Cycle,Together,1967,67309,76,515,47,181,149,95,15,9,6,9,7
6694,0,0,Graduation,Married,1964,75236,27,438,66,400,12,38,1,8,3,13,4
498,0,0,Graduation,Single,1970,30015,28,25,0,22,2,3,2,1,0,4,5
9347,0,0,Master,Together,1956,50943,49,31,0,7,2,0,1,1,0,3,5
9699,0,0,Graduation,Divorced,1966,67272,12,357,35,271,28,28,3,6,2,12,5
10664,0,0,Master,Widow,1949,51529,14,400,4,35,6,0,2,9,1,5,8
5455,0,0,PhD,Married,1971,32011,89,99,0,15,2,1,3,2,1,4,7
456,0,0,2n Cycle,Married,1986,7500,96,1,11,5,4,6,2,2,0,3,8
5012,0,0,Graduation,Married,1989,28691,56,5,4,13,8,0,1,1,0,3,8
7495,0,0,PhD,Married,1948,56223,72,77,28,31,16,0,2,2,1,5,4
5029,0,0,Graduation,Married,1946,18100,14,3,1,2,4,3,1,0,0,3,5
10642,0,0,Graduation,Single,1989,30279,13,10,4,14,4,4,1,1,0,3,8
2106,0,0,2n Cycle,Married,1974,20130,99,0,6,3,7,6,1,1,0,3,8
10364,0,0,Graduation,Divorced,1959,23295,72,0,0,1,2,12,1,1,0,2,8
5954,0,0,Master,Divorced,1972,42618,92,76,14,74,13,5,2,5,0,4,8
1137,1,0,Graduation,Single,1964,81246,87,398,190,537,61,156,1,4,5,7,1
2541,0,0,Graduation,Married,1976,24027,7,14,7,11,11,0,2,2,0,3,8
1142,0,0,PhD,Married,1953,55707,91,208,7,82,30,66,2,3,2,9,3
2276,0,0,Graduation,Single,1955,57959,71,430,16,322,43,24,5,4,7,11,3
2807,0,0,Graduation,Married,1969,56796,24,656,38,161,62,47,3,8,9,7,7
6471,0,0,Master,Single,1971,36230,17,14,2,30,8,2,1,2,0,4,5
6131,0,0,2n Cycle,Married,1980,70829,87,141,70,106,72,19,2,4,2,8,3
6233,0,0,Graduation,Married,1976,65991,21,507,19,364,25,47,3,9,5,10,7
4148,0,0,Graduation,Married,1972,38988,90,164,24,103,12,3,7,5,1,6,8
4947,1,0,2n Cycle,Single,1966,89572,44,606,24,974,197,194,1,7,7,9,4
3225,0,0,Master,Married,1984,42207,71,116,11,72,3,17,4,4,1,5,6
7540,0,0,Graduation,Married,1952,50300,52,143,15,60,24,23,2,2,1,8,2
10648,0,0,2n Cycle,Together,1982,66664,78,398,96,447,220,96,1,5,7,6,3
1992,1,0,Graduation,Married,1964,60597,2,522,0,257,32,16,4,2,2,8,7
7851,0,0,Graduation,Widow,1949,70165,60,161,0,253,199,191,1,3,7,11,1
8594,0,0,PhD,Widow,1958,50520,25,112,0,6,2,1,2,3,1,3,6
7059,0,0,Graduation,Married,1963,80124,47,483,84,398,205,84,1,3,7,8,1
2815,0,0,Graduation,Married,1975,33183,46,7,5,39,17,15,2,4,0,3,7
2416,0,0,PhD,Single,1969,66582,83,789,25,420,16,38,1,2,8,9,1
7999,0,0,PhD,Together,1955,75261,17,1239,17,413,23,34,1,5,6,5,2
9213,0,0,Graduation,Widow,1970,31880,13,4,1,5,2,0,1,1,0,2,8
9697,0,0,Graduation,Married,1951,53790,86,335,42,127,28,5,3,7,2,8,6
3916,0,0,PhD,Together,1971,49269,92,639,8,166,11,8,3,7,3,12,7
2021,0,0,Graduation,Married,1975,61456,47,563,76,384,84,192,4,6,10,13,4
1581,0,0,Graduation,Married,1980,37406,18,2,0,8,2,2,1,1,0,2,8
564,0,0,PhD,Together,1981,56937,81,746,8,125,11,8,7,8,6,9,6
6619,0,0,Graduation,Married,1978,38415,91,22,1,13,4,0,2,1,0,3,7
9081,0,0,Graduation,Single,1988,20518,58,4,1,6,4,1,1,1,1,2,5
178,0,0,Graduation,Married,1956,62503,40,478,0,193,110,75,4,8,3,11,5
916,0,0,PhD,Single,1972,41644,67,20,3,4,2,0,2,1,0,3,3
5512,0,0,Master,Married,1977,55842,19,451,0,39,0,4,1,7,1,8,5
8970,0,0,PhD,Married,1972,62010,93,371,22,39,6,0,4,6,2,7,5
10581,0,0,Graduation,Married,1977,41124,41,281,7,84,15,0,7,7,3,4,8
5300,0,0,Master,Married,1973,38961,60,19,7,19,0,1,1,2,1,2,7
5154,0,0,Master,Divorced,1972,37760,54,26,3,13,2,10,1,2,0,3,6
8346,0,0,Graduation,Single,1974,32233,26,138,15,35,25,11,2,6,2,2,9
1676,0,0,Graduation,Married,1975,43057,30,213,2,44,0,2,4,4,2,5,5
9286,0,0,Master,Together,1960,83151,93,407,28,100,120,74,1,5,9,4,3
2426,0,0,PhD,Divorced,1964,78825,35,483,74,114,169,37,1,5,10,13,3
5172,0,0,Master,Together,1976,65104,4,738,0,232,13,20,2,3,5,7,7
5562,0,0,Graduation,Married,1974,60093,92,502,12,109,16,6,2,7,2,10,6
3436,0,0,Graduation,Married,1969,14045,24,11,0,5,2,1,1,1,0,3,7
3921,0,0,2n Cycle,Widow,1952,28457,96,24,1,108,29,29,1,4,1,4,8
3403,0,0,PhD,Together,1958,78952,11,1170,19,594,99,76,2,2,5,12,6
22,0,0,Graduation,Divorced,1976,46310,99,185,2,88,15,5,2,6,1,5,8
10965,1,0,Graduation,Together,1955,76005,72,983,20,389,240,50,1,3,5,13,6
9426,0,0,Master,Single,1964,58308,77,691,0,69,10,0,4,2,6,3,8
6605,0,0,PhD,Divorced,1944,55614,85,504,13,131,8,0,1,9,4,6,7
3136,0,0,Master,Divorced,1962,59432,88,317,25,265,25,19,3,5,3,11,5
8737,0,0,Graduation,Divorced,1978,55563,22,29,1,9,2,0,1,2,0,3,3
11088,0,0,PhD,Together,1971,78642,83,1396,0,322,46,35,1,4,9,4,6
716,0,0,PhD,Together,1949,67911,63,529,0,356,63,28,3,6,7,11,3
466,0,0,Graduation,Married,1944,65275,9,388,14,218,91,14,1,4,3,13,2
9135,0,0,Graduation,Together,1950,27203,92,13,2,21,4,0,2,1,1,2,8
10623,0,0,Master,Together,1961,48330,2,28,0,4,0,0,1,1,0,3,5
8151,0,0,Basic,Married,1990,24279,6,16,36,21,20,62,1,4,1,3,8
5140,0,0,PhD,Married,1985,64355,66,1047,0,140,67,38,2,4,3,12,8
10160,0,0,Master,Together,1956,50943,49,31,0,7,2,0,1,1,0,3,5
4945,0,0,Graduation,Widow,1953,53653,29,815,10,239,28,10,2,10,4,12,6
10584,0,0,Graduation,Married,1976,65665,77,225,162,387,106,36,1,5,10,8,3
6071,0,0,Graduation,Single,1989,81217,77,493,70,324,146,40,1,3,7,11,1
3386,0,0,Graduation,Married,1992,34935,71,34,4,66,3,10,1,2,1,4,7
8939,0,0,Graduation,Divorced,1959,61250,49,382,138,65,60,26,6,5,2,12,5
9925,0,0,PhD,Together,1981,39665,97,127,1,56,0,1,3,4,2,3,7
4320,0,0,Graduation,Single,1979,60152,6,325,83,300,86,58,1,6,4,12,3
5389,0,0,Graduation,Married,1964,48920,93,238,17,68,8,10,3,6,2,5,7
6036,0,0,Master,Together,1959,89120,78,1168,92,408,72,129,1,5,6,7,1
182,0,0,PhD,Together,1946,44124,62,284,0,55,0,6,4,6,2,5,8
203,0,0,Master,Single,1975,81169,47,1288,20,613,80,61,1,5,7,9,2
11025,0,0,Graduation,Married,1961,36443,9,65,0,46,4,3,4,3,1,3,8
10203,0,0,Graduation,Single,1990,26095,77,11,7,9,3,1,1,1,0,3,7
4607,0,0,Graduation,Together,1959,71367,24,227,23,389,42,21,1,4,5,7,2
3711,1,0,Master,Married,1944,80184,19,1035,134,670,25,38,1,6,3,10,3
3696,0,0,Graduation,Divorced,1965,30630,67,27,1,12,2,0,2,2,0,3,7
2532,0,0,Master,Single,1987,73454,95,982,73,351,56,14,1,2,4,6,5
9214,0,0,Graduation,Married,1991,42691,48,179,2,64,38,17,1,5,1,6,5
4943,0,0,Graduation,Married,1953,70503,73,1379,33,216,0,33,1,2,4,9,6
35,0,0,Graduation,Married,1987,25545,35,32,1,64,16,12,3,2,2,3,6
2258,0,0,Graduation,Married,1986,32880,76,8,4,15,7,6,1,1,0,3,8
4322,0,0,PhD,Together,1958,77863,20,881,38,319,16,25,1,4,5,10,2
713,0,0,Master,Married,1977,50353,72,141,15,153,67,31,1,4,4,6,3
4702,0,0,Graduation,Single,1964,61839,20,1000,155,379,224,17,1,4,8,4,8
3281,0,0,PhD,Married,1960,49154,69,206,10,67,30,27,6,4,1,8,6
702,0,0,2n Cycle,Widow,1975,47682,80,162,61,83,97,57,4,4,3,8,5
2004,0,0,Graduation,Single,1969,72679,65,619,54,260,127,54,1,4,7,5,1
4769,0,0,Master,Together,1977,57954,52,456,4,24,0,0,7,8,2,6,7
4437,0,0,Graduation,Married,1962,65316,65,112,6,92,3,9,2,3,2,5,4
8724,0,0,Graduation,Single,1982,28567,57,11,3,22,2,2,2,2,0,3,6
10741,0,0,Master,Together,1951,47352,70,172,12,112,8,0,4,6,1,5,7
1991,0,0,Graduation,Together,1967,44931,0,78,0,11,0,0,1,2,1,3,5
6931,0,0,Graduation,Divorced,1967,76982,19,464,151,292,65,60,1,8,3,4,4
11096,0,0,2n Cycle,Together,1952,57247,50,99,4,32,37,54,2,2,1,7,2
304,0,0,Master,Single,1981,22944,67,19,3,19,4,5,3,3,0,3,7
3665,0,0,2n Cycle,Together,1977,25315,46,1,9,8,11,3,3,3,0,3,8
10591,0,0,Graduation,Widow,1969,43638,37,63,10,83,7,19,2,4,1,4,7
5036,0,0,PhD,Single,1984,42710,38,252,3,42,4,3,2,4,5,3,6
5547,0,0,PhD,Married,1982,84169,9,1478,19,403,0,19,1,7,6,6,3
7822,0,0,Graduation,Together,1976,54058,56,198,18,252,32,108,2,4,6,8,3
8541,0,0,2n Cycle,Married,1990,24683,98,8,4,10,6,7,2,2,0,4,5
10955,0,0,Graduation,Widow,1964,85620,68,416,46,925,60,107,1,3,6,4,1
4368,0,0,Graduation,Married,1980,47850,72,42,7,43,20,12,1,3,0,4,6
9671,0,0,Graduation,Married,1968,19514,47,14,3,21,2,1,4,3,1,2,8
2256,0,0,Master,Married,1973,27159,33,17,0,3,0,0,2,1,0,3,6
4279,0,0,2n Cycle,Single,1963,39548,87,15,4,10,3,4,2,1,1,3,3
5371,0,0,Graduation,Single,1989,21474,0,6,16,24,11,0,2,3,1,2,7
9240,0,0,PhD,Single,1971,60504,73,458,0,24,6,4,2,6,2,8,6
9460,0,0,Graduation,Married,1963,22419,74,30,3,47,19,21,1,3,2,2,8
9504,0,0,Master,Married,1949,81698,4,179,28,520,111,123,1,3,8,13,1
8692,0,0,Graduation,Together,1952,43462,50,90,17,97,15,6,6,4,1,5,8
448,0,0,PhD,Single,1978,54880,57,308,85,137,102,45,2,6,2,11,5
8314,0,0,Graduation,Married,1982,79908,30,557,129,761,29,185,1,5,6,7,2
8420,0,0,2n Cycle,Married,1970,15315,27,7,4,13,15,8,2,2,0,4,5
3174,1,1,Graduation,Together,1959,87771,61,1492,38,287,50,57,1,5,10,4,6
7685,0,0,Graduation,Married,1978,33039,4,30,8,12,8,8,1,2,0,4,5
3179,0,0,Graduation,Single,1980,81741,75,249,153,940,58,134,0,6,6,7,2
9780,0,0,Master,Together,1971,71499,12,465,25,132,136,0,2,8,3,13,4
10681,0,0,2n Cycle,Married,1970,62466,13,129,129,259,168,121,5,6,3,12,4
10232,0,0,PhD,Divorced,1963,48799,9,174,18,81,28,6,3,3,2,7,3
4184,0,0,PhD,Together,1950,52157,48,189,2,29,3,2,2,3,2,5,4
9120,0,0,Graduation,Single,1962,66565,80,747,10,161,65,40,4,4,2,9,8
891,0,0,Master,Together,1951,29298,60,6,0,2,2,0,1,1,0,2,5
10381,0,0,Graduation,Single,1979,47691,43,14,0,3,0,0,1,1,0,2,6
3525,0,0,Graduation,Together,1970,38200,19,12,0,4,0,0,1,1,0,2,7
6818,0,0,Graduation,Married,1974,44989,26,98,0,106,49,10,5,5,1,5,6
3526,0,0,PhD,Married,1968,38443,58,32,0,5,0,0,2,1,0,3,7
8181,0,0,2n Cycle,Single,1978,38593,42,51,12,49,17,24,3,4,1,3,8
1029,0,0,PhD,Together,1970,64413,27,200,5,44,0,10,1,5,1,5,5
7369,0,0,Master,Married,1981,36959,56,25,6,25,6,0,2,2,0,3,8
2574,1,1,PhD,Married,1977,61996,27,1050,12,144,0,0,3,6,4,8,5
8159,0,0,Graduation,Married,1968,51287,10,117,0,22,13,0,3,4,1,3,7
1160,0,0,Graduation,Married,1970,13260,48,9,4,17,10,2,4,3,0,3,8
10242,0,0,PhD,Together,1966,47472,39,56,0,11,0,0,2,2,0,4,5
5253,0,0,Master,Together,1956,54603,85,145,13,46,17,2,6,4,2,4,7
5966,0,0,PhD,Married,1974,45207,64,203,0,10,0,0,5,3,1,6,6
5314,0,0,Graduation,Together,1951,40689,69,270,3,27,39,6,7,7,1,5,8
5081,0,0,2n Cycle,Together,1967,47821,54,9,0,16,6,6,1,1,0,3,8
5123,0,0,Master,Married,1951,27450,57,37,12,23,8,11,1,2,1,3,7
5756,0,0,Graduation,Together,1983,39453,64,46,0,7,0,0,2,2,0,3,6
8036,0,0,2n Cycle,Together,1971,26850,10,31,1,13,7,2,4,2,1,4,4
9058,1,0,Graduation,Widow,1955,79800,65,1060,21,530,32,0,1,5,11,5,3
5057,0,0,Master,Married,1961,61794,74,264,47,188,54,47,2,4,4,10,2
254,0,0,Graduation,Together,1955,53863,4,399,4,30,6,4,3,7,1,7,7
4179,0,0,Graduation,Together,1959,24221,94,8,9,9,2,5,1,1,1,3,4
3710,0,0,PhD,Single,1984,39684,41,19,0,35,6,4,2,2,1,2,7
7627,1,0,Master,Married,1975,92163,25,817,183,797,106,163,0,5,11,5,2
4501,0,0,Master,Single,1965,69882,94,292,127,635,132,127,1,3,7,9,1
6424,0,0,Graduation,Together,1977,33178,9,12,6,2,11,2,1,1,0,3,4
3075,0,0,PhD,Married,1972,59973,47,130,30,168,20,34,1,3,4,7,1
4992,0,0,Master,Together,1975,17459,12,6,4,16,3,10,3,3,1,2,7
5252,0,0,Graduation,Divorced,1969,23910,80,16,12,18,7,1,1,2,0,3,7
7444,0,0,Master,Married,1969,42169,20,19,0,9,0,0,2,1,0,3,8
6919,0,0,2n Cycle,Married,1978,26224,39,4,7,15,13,9,3,2,1,3,6
3537,0,0,Graduation,Together,1981,31089,57,31,3,31,2,8,3,3,0,4,8
10277,0,0,Graduation,Single,1961,30081,27,36,0,2,0,0,1,1,0,3,7
2453,0,0,Graduation,Together,1960,62807,83,526,28,135,10,21,3,5,3,12,5
7972,0,0,Graduation,Single,1955,72906,79,400,32,519,71,75,1,3,4,9,1
895,0,0,PhD,Married,1948,61467,69,410,16,114,0,5,3,5,2,10,5
1177,0,0,Master,Together,1966,49618,77,80,3,26,4,2,4,3,1,3,7
7141,0,0,Master,Single,1986,21888,15,88,10,46,2,3,4,5,1,2,10
7232,0,0,Graduation,Widow,1973,42429,99,55,0,6,2,0,2,1,1,3,5
8477,0,0,Graduation,Divorced,1956,26150,61,5,1,13,3,5,1,1,0,3,7
2457,0,0,Basic,Married,1975,30801,23,8,4,5,15,2,2,1,0,3,7
988,1,0,Graduation,Married,1965,81168,84,410,0,592,147,22,1,6,4,7,3
7930,0,0,Master,Single,1969,26877,74,101,13,76,20,18,2,3,1,6,6
4587,0,0,Master,Widow,1944,45006,90,162,25,53,16,0,1,3,1,7,3
6682,0,0,Basic,Married,1973,18978,41,2,8,1,4,7,1,1,0,3,8
6222,0,0,Graduation,Married,1967,22574,28,25,0,8,2,0,2,2,0,3,7
10299,0,0,PhD,Single,1969,48240,73,389,91,248,64,49,3,6,3,13,5
3083,0,0,Graduation,Married,1974,45837,88,215,13,87,17,17,5,6,2,5,7
8953,0,0,Master,Single,1965,35791,94,27,0,5,0,0,2,1,0,3,8
1503,0,0,PhD,Together,1976,162397,31,85,1,16,2,1,0,0,0,1,1
8650,0,0,Graduation,Widow,1978,54162,31,5,6,10,6,5,1,1,0,3,4
10862,0,0,Master,Married,1960,30522,6,179,8,83,19,11,5,1,2,9,2
2782,0,0,PhD,Married,1961,54456,23,352,0,27,10,0,3,6,1,7,6
6941,0,0,Graduation,Single,1971,31632,92,17,8,12,11,15,1,2,1,2,7
10972,0,0,Graduation,Widow,1949,72298,52,625,35,169,58,17,1,4,3,6,1
10708,0,0,2n Cycle,Single,1978,36975,50,10,6,11,0,4,1,1,0,3,7
6583,1,0,2n Cycle,Married,1955,72635,54,390,22,323,104,35,1,6,8,6,3
3641,0,0,Graduation,Married,1976,13624,93,10,2,15,2,1,2,2,0,3,6
10156,0,0,Graduation,Single,1975,84196,56,215,63,507,231,31,1,8,4,7,3
4299,0,0,Graduation,Together,1960,70971,28,1001,17,572,93,125,7,11,11,5,7
3469,0,0,PhD,Divorced,1977,34487,94,19,18,33,24,1,3,3,0,3,9
5063,0,0,Graduation,Single,1977,28769,76,41,5,129,10,3,3,4,1,4,9
10727,0,0,PhD,Married,1970,69084,43,1181,107,199,39,30,2,7,3,13,8
9624,0,0,PhD,Together,1958,65488,46,603,45,207,36,18,1,3,4,6,1
5156,0,0,2n Cycle,Married,1970,62466,13,129,129,259,168,121,5,6,3,12,4
4376,0,0,2n Cycle,Single,1960,32218,27,10,24,15,13,1,1,2,1,3,7
8923,0,0,Graduation,Single,1973,83917,12,514,22,732,42,198,1,6,7,7,3
8461,0,0,Graduation,Divorced,1962,46102,3,14,0,1,0,0,1,1,0,2,7
6945,0,0,Graduation,Single,1952,84574,72,387,20,713,38,54,1,9,11,11,5
944,0,0,Graduation,Married,1962,56181,6,121,103,69,8,44,1,4,2,7,4
1907,0,0,Master,Divorced,1950,63120,53,965,69,279,54,41,5,8,4,9,7
701,0,0,Graduation,Married,1971,73691,58,707,21,250,85,43,2,6,2,8,2
3856,0,0,Graduation,Together,1960,63381,78,571,50,142,33,50,4,4,5,13,2
4149,0,0,PhD,Together,1948,76140,57,586,66,653,17,0,1,5,9,6,2
2131,0,0,PhD,Divorced,1959,62859,37,1063,89,102,16,12,4,9,4,6,6
2942,0,0,Graduation,Single,1964,45906,20,305,3,27,4,3,2,5,4,4,5
1173,0,0,Master,Together,1947,77632,73,1200,105,758,0,42,1,4,2,6,2
4381,0,0,PhD,Married,1971,46463,56,163,2,40,8,11,7,3,1,6,6
4611,1,0,Graduation,Together,1970,105471,36,1009,181,104,202,21,0,9,8,13,3
3376,0,0,Master,Divorced,1970,55282,9,125,6,73,8,4,1,3,1,6,4
4679,0,0,Master,Married,1977,78710,42,721,0,152,119,50,3,7,6,12,4
10928,0,0,Graduation,Together,1958,66886,28,315,4,62,41,31,2,7,1,7,5
4248,0,0,Master,Single,1960,98777,23,1000,19,711,125,115,0,4,6,9,1
6728,0,0,Graduation,Together,1985,29103,38,16,0,17,6,3,2,1,0,3,9
6661,0,0,Graduation,Married,1974,67445,63,757,80,217,29,80,5,9,6,12,6
4725,0,0,PhD,Together,1950,50616,71,30,2,25,0,1,1,1,1,4,2
3277,0,0,Graduation,Divorced,1955,49431,9,219,3,100,26,0,2,7,1,5,8
5555,0,0,Graduation,Divorced,1975,153924,81,1,1,1,1,1,0,0,0,0,0
