persona,perfil,edad,genero,ingreso,juego,i_juego,intentos,duracion,egreso,resultado,exito
398,CASUAL,43.31573568369527,1,21826.907286329035,tragamonedas,0,212,106.21686293205974,20362.817322210973,-1464.0899641180622,0
172,CASUAL,37.59186226707602,1,8918.898614751768,tragamonedas,0,147,73.92971761400916,17754.267168858576,8835.368554106808,1
31,CASUAL,18.0,0,2459.494748746033,dados,4,16,84.52774821095575,180.49802067219707,-2278.996728073836,0
358,CASUAL,26.11507619613185,0,4121.739634044643,roulette,3,7,116.98174444673035,621.739634044643,-3500.0,0
297,CASUAL,49.15694539892434,1,5117.144047672413,tragamonedas,0,213,106.8088506389076,2987.144047672413,-2130.0,0
263,CASUAL,39.16463283292343,1,10953.16875580719,roulette,3,4,66.84643953508973,1768.4605326115388,-9184.708223195652,0
461,CONSERVADOR,59.48903611625761,1,4472.35389339672,blackjack,2,2,96.89796162162284,2472.35389339672,-2000.0,0
322,CASUAL,41.242500890180736,1,10845.128505342784,blackjack,2,2,119.35653366805207,2349.656358510737,-8495.472146832046,0
90,CONSERVADOR,56.502055425466324,0,7116.876560775133,dados,4,10,50.93357510410836,3.820606724776553,-7113.055954050356,0
198,ARRIESGADO,41.58738283793414,1,23068.570595231038,dados,4,33,169.60041058993966,442.83967162637396,-22625.730923604664,0
476,CASUAL,38.40439911727704,1,5327.326430573984,tragamonedas,0,229,114.78854641306458,3037.326430573984,-2290.0,0
87,CASUAL,32.8747686890483,1,7813.842572478479,roulette,3,6,99.3602027032899,325.9728645160817,-7487.869707962398,0
213,CASUAL,30.839177474780698,0,5561.276485434383,dados,4,12,63.779538784316934,142.22218617607223,-5419.0542992583105,0
279,CASUAL,38.33192491203481,1,20475.811288285473,dados,4,23,115.02201567871498,437.57747895756575,-20038.233809327907,0
430,CASUAL,33.52762858759765,1,10820.413375230932,tragamonedas,0,121,60.66833525310817,9610.413375230932,-1210.0,0
231,CASUAL,52.538687788376365,0,28244.774699741032,blackjack,2,2,115.29591733152537,99228.53917168119,70983.76447194016,1
437,ARRIESGADO,28.60603032459224,1,12415.282835766495,roulette,3,10,161.97722988302843,492.4441835235575,-11922.838652242937,0
29,CASUAL,36.382451041403144,1,27088.949181339787,dados,4,23,116.49527431995315,291.98486265158886,-26796.9643186882,0
181,CONSERVADOR,59.59589268228421,1,19590.761387977145,roulette,3,6,102.16479358632775,842.366407481557,-18748.39498049559,0
36,CASUAL,45.02845915896811,1,22545.93350970271,tragamonedas,0,212,106.491114064602,20537.99103877785,-2007.9424709248597,0
250,CONSERVADOR,63.629275851052284,0,7063.457341020223,blackjack,2,1,88.54135393050503,6063.457341020223,-1000.0,0
374,CASUAL,32.877310371039364,0,15428.93915130623,dados,4,21,106.07401632345292,354.1345880120416,-15074.804563294187,0
325,ARRIESGADO,40.73310230006199,1,39727.37645447547,blackjack,2,5,236.93411167399015,2223.98045526946,-37503.395999206004,0
479,CASUAL,31.928218116957144,1,8266.37349112393,pocker,1,1,109.15723029657778,7266.37349112393,-1000.0,0
444,CASUAL,56.1340167803588,0,18046.862390869293,pocker,1,1,64.34700067586921,17046.862390869293,-1000.0,0
435,CONSERVADOR,56.999876485826135,1,7580.492645821956,tragamonedas,0,108,54.30500148407877,6730.744858479638,-849.7477873423177,0
341,ARRIESGADO,40.522285746477564,1,13801.808685118525,roulette,3,15,239.32807416246254,356.56060815319915,-13445.248076965327,0
6,ARRIESGADO,20.733207566069257,1,3357.661380050325,blackjack,2,5,229.5813406830816,357.6613800503251,-3000.0,0
286,CASUAL,28.46302161032359,1,14708.33609233424,tragamonedas,0,239,119.99006240239012,19777.05547934821,5068.719387013971,1
98,ARRIESGADO,48.79400612078136,1,25196.109863218793,dados,4,31,155.01443192890167,344.87889213150413,-24851.23097108729,0
492,ARRIESGADO,36.750079461528394,1,30146.855947523334,roulette,3,15,227.66913217515426,90915.73033913164,60768.874391608304,1
432,CASUAL,46.8904344241411,1,25512.962598136764,blackjack,2,2,103.52115744879521,6393.741935756359,-19119.220662380405,0
225,CASUAL,30.812740859645476,0,15153.53287632721,tragamonedas,0,238,119.42523534336354,20534.91223645852,5381.37936013131,1
156,CASUAL,50.538561660032116,0,8018.105026057292,roulette,3,6,91.11138990357372,261.876816700581,-7756.228209356711,0
55,CASUAL,55.693159694243484,0,29686.44437483696,dados,4,21,105.22911774361448,93.96848664000652,-29592.475888196954,0
288,ARRIESGADO,31.709211708278396,1,16239.846115481116,blackjack,2,3,157.96409210780823,22718.827908011954,6478.981792530838,1
149,CONSERVADOR,46.43307732507873,1,4961.610867683156,dados,4,18,90.55650475813675,468.9521387758339,-4492.658728907322,0
420,ARRIESGADO,31.19648676345701,1,34163.64280021016,blackjack,2,3,161.38674490229027,2194.813557113239,-31968.829243096923,0
325,ARRIESGADO,40.73310230006199,1,39727.37645447547,pocker,1,3,213.48318960048445,21399.077162950252,-18328.299291525214,0
154,ARRIESGADO,34.80344929078161,0,34125.3283699967,pocker,1,3,190.35962433741577,24231.591341334566,-9893.737028662134,0
143,CONSERVADOR,48.32764977254117,0,7622.01874182114,roulette,3,3,50.77378239610881,29277.840084690037,21655.821342868898,1
274,ARRIESGADO,31.793974202103477,0,16179.912810355214,blackjack,2,2,124.88273509373842,2990.7405654653103,-13189.172244889904,0
121,CASUAL,39.47891928511892,1,21720.60641124533,dados,4,12,64.87485121058212,5667.383040138604,-16053.223371106727,0
58,CONSERVADOR,59.956441370334694,1,10866.652808826559,dados,4,9,49.081135047867775,334.9390941830452,-10531.713714643513,0
254,CASUAL,52.42686221161618,0,21111.696581928336,tragamonedas,0,215,107.59690097546421,18961.696581928336,-2150.0,0
339,CASUAL,29.307438726055366,0,12014.390044830521,tragamonedas,0,207,103.77259659746188,9944.390044830521,-2070.0,0
19,CASUAL,48.86186399174856,1,15212.435333717112,tragamonedas,0,140,70.17948201979758,16137.747429428779,925.3120957116662,1
432,CASUAL,46.8904344241411,1,25512.962598136764,roulette,3,7,115.12379799154947,856.5927894560646,-24656.369808680698,0
484,CASUAL,51.001752363295935,1,18688.745331875256,roulette,3,7,106.23166845093405,303.17213928799174,-18385.573192587264,0
152,ARRIESGADO,30.881111239287726,1,16373.567550361091,blackjack,2,3,137.66754854519218,5441.051353908025,-10932.516196453067,0
172,CASUAL,37.59186226707602,1,8918.898614751768,blackjack,2,1,86.87884782576769,7918.898614751768,-1000.0,0
53,CASUAL,37.01937264758938,1,24924.925292217184,tragamonedas,0,122,61.22450342515497,31445.15342328013,6520.228131062948,1
462,ARRIESGADO,26.29602521252799,1,7182.284797469019,dados,4,37,189.22252033332833,178.63331506644818,-7003.651482402571,0
257,CASUAL,46.15298722210791,1,27676.13054539008,tragamonedas,0,160,80.26754749010682,35479.56276420057,7803.4322188104925,1
78,CASUAL,36.62483277174947,1,7068.089048337244,roulette,3,7,105.18738189286532,3047.9705171785336,-4020.1185311587105,0
92,ARRIESGADO,46.81035129597004,1,47380.853655074396,blackjack,2,2,126.59482096541701,8073.245964057067,-39307.60769101733,0
93,CONSERVADOR,56.77861938808579,1,19166.369675014637,roulette,3,5,85.85867644757056,14047.569530854138,-5118.800144160499,0
386,ARRIESGADO,37.2741626762756,1,43694.597517193535,dados,4,37,189.75696246321786,120.84876272774773,-43573.748754465785,0
269,ARRIESGADO,49.20179596988361,1,37149.78339766561,dados,4,30,152.93648522716234,13.424054290304866,-37136.359343375305,0
19,CASUAL,48.86186399174856,1,15212.435333717112,tragamonedas,0,226,113.43338412196539,12952.435333717112,-2260.0,0
311,CONSERVADOR,51.8007153286743,1,10918.509859199363,roulette,3,6,102.92930910184455,4914.864194327718,-6003.645664871645,0
106,CASUAL,46.79549484638679,1,4965.710798017194,tragamonedas,0,175,87.85389779831178,3215.710798017194,-1750.0,0
297,CASUAL,49.15694539892434,1,5117.144047672413,roulette,3,4,63.57422926571337,3059.0064584387837,-2058.137589233629,0
247,ARRIESGADO,23.47506555587696,0,16027.478088359017,roulette,3,9,146.75387720359313,127.2876452304049,-15900.190443128613,0
458,CASUAL,45.5868743844991,0,25524.111303989088,dados,4,12,63.41670964770043,11617.477846448643,-13906.633457540445,0
225,CASUAL,30.812740859645476,0,15153.53287632721,roulette,3,4,74.60207884764134,301.34991173422895,-14852.182964592981,0
101,ARRIESGADO,25.221120684795512,0,12010.721024536431,blackjack,2,2,122.295706886314,502.64894695719704,-11508.072077579234,0
451,ARRIESGADO,32.37456257216181,1,17054.907820047065,pocker,1,3,190.39975841546402,12637.37036476942,-4417.537455277645,0
205,CASUAL,42.933376968024334,1,22484.97484293577,tragamonedas,0,186,93.16816286128284,21181.02181736501,-1303.9530255707614,0
87,CASUAL,32.8747686890483,1,7813.842572478479,tragamonedas,0,169,84.66776851509474,6123.842572478479,-1690.0,0
268,CASUAL,57.18985862132426,1,31240.626925120865,roulette,3,4,61.109615892345474,551.2188871699627,-30689.408037950903,0
13,ARRIESGADO,38.61098003315349,1,55996.31992720294,dados,4,30,150.86939845210398,21503.348908475662,-34492.97101872727,0
400,CASUAL,60.340902893038646,1,37865.53291476288,dados,4,12,64.64901653928591,18892.66628698001,-18972.86662778287,0
135,CASUAL,48.234688478568955,1,25578.91628307812,dados,4,20,102.83527854312368,388.97890411251115,-25189.93737896561,0
270,ARRIESGADO,32.86615219052353,1,27000.842209017395,blackjack,2,4,206.9814562583453,1150.0285983531721,-25850.813610664223,0
255,CASUAL,44.19416777957049,1,18516.308932340016,blackjack,2,2,102.73848063234763,3038.2216610346713,-15478.087271305345,0
403,CASUAL,31.908346856974184,0,5769.650510879631,blackjack,2,2,101.72860495281925,3769.650510879631,-2000.0,0
419,ARRIESGADO,20.56924214120685,1,3832.481458904989,dados,4,42,212.8567465529032,41.45331032229683,-3791.0281485826918,0
79,ARRIESGADO,28.94037239282597,0,30352.114138235993,roulette,3,11,168.6970142416421,308.2786740042111,-30043.835464231783,0
214,CONSERVADOR,38.308973737665546,1,14988.243418582373,tragamonedas,0,149,74.50961726930714,20308.524140542955,5320.280721960582,1
348,CASUAL,34.59837119020518,1,5765.202495558783,blackjack,2,1,65.37238805722424,432.2229456799041,-5332.979549878879,0
298,CONSERVADOR,46.60544421479718,1,7829.731674045636,tragamonedas,0,93,46.92024802180392,10281.474273857031,2451.742599811395,1
179,CASUAL,46.39978106114564,0,23426.13330894231,roulette,3,6,92.1618231258625,1263.0478132565454,-22163.085495685766,0
136,CASUAL,39.510449038042594,1,5231.034112871651,tragamonedas,0,143,71.94575197654547,8875.107089396235,3644.072976524584,1
148,CONSERVADOR,42.60331218522289,1,5709.184156473072,dados,4,7,36.448990550146995,370.08719259017903,-5339.096963882893,0
78,CASUAL,36.62483277174947,1,7068.089048337244,blackjack,2,1,74.38674753953757,6068.089048337244,-1000.0,0
87,CASUAL,32.8747686890483,1,7813.842572478479,blackjack,2,1,69.19047204804582,1658.0428035197365,-6155.799768958743,0
382,ARRIESGADO,31.9421413365836,1,18921.27283219638,dados,4,33,169.6084055667045,100.95685215843127,-18820.31598003795,0
49,CASUAL,67.38143338497953,1,25304.693698089402,blackjack,2,1,74.43642019862992,10658.420237494915,-14646.273460594488,0
494,ARRIESGADO,34.4978100974191,1,33067.81038434297,dados,4,30,152.00573072049752,144.17507524309474,-32923.635309099875,0
104,ARRIESGADO,44.753740185685196,1,36288.67655123594,dados,4,33,166.21707077692867,371.15692252985855,-35917.51962870608,0
416,ARRIESGADO,52.285354008351334,0,11006.388836013784,pocker,1,3,216.0965235975208,7285.90327418712,-3720.4855618266647,0
82,CASUAL,61.609524881479395,0,39753.89124173897,dados,4,13,69.84851481079122,23707.057095706805,-16046.834146032168,0
422,ARRIESGADO,38.114514675364454,0,28379.334417367583,roulette,3,10,151.9074753988493,21.449495721235962,-28357.884921646346,0
4,CASUAL,39.21399748031464,1,22931.64222143301,dados,4,16,83.6402966846636,46.3117689170374,-22885.330452515973,0
131,CASUAL,33.99956887379303,1,7079.949138994085,roulette,3,7,119.6869854720812,477.6490682688345,-6602.30007072525,0
369,CASUAL,47.0692751928326,0,18032.7067833724,roulette,3,6,93.57823880256291,949.639302461394,-17083.067480911006,0
270,ARRIESGADO,32.86615219052353,1,27000.842209017395,blackjack,2,4,201.73576499684555,98139.05801164787,71138.21580263047,1
413,CASUAL,49.818742570187155,1,6894.621840297006,dados,4,13,65.30165028561068,154.441327102184,-6740.180513194822,0
0,CASUAL,34.14369396699439,0,13447.840182755108,roulette,3,5,87.86755711226101,2692.7413196766724,-10755.098863078436,0
106,CASUAL,46.79549484638679,1,4965.710798017194,pocker,1,1,108.4554897207951,3965.710798017194,-1000.0,0
384,CASUAL,41.539099661368056,0,5724.868976268375,tragamonedas,0,124,62.365120693943574,12270.219326474522,6545.350350206147,1
218,CASUAL,37.38705755239876,0,20020.163268531105,dados,4,20,101.96586847196919,25.45198403455106,-19994.711284496552,0
247,ARRIESGADO,23.47506555587696,0,16027.478088359017,dados,4,44,224.40375327546423,0.6926663058598024,-16026.785422053157,0
15,CASUAL,40.65648724381482,1,19501.43324647871,blackjack,2,1,64.74582936307287,5108.281793313898,-14393.151453164814,0
231,CASUAL,52.538687788376365,0,28244.774699741032,blackjack,2,2,103.16120192768247,8047.232181595253,-20197.54251814578,0
288,ARRIESGADO,31.709211708278396,1,16239.846115481116,roulette,3,11,172.0757487131475,287.04408889831075,-15952.802026582805,0
134,CONSERVADOR,52.609493931283296,0,8487.558986360647,dados,4,9,48.01142661017688,257.09856112900684,-8230.46042523164,0
51,CASUAL,34.61211789795047,1,17713.708119896957,dados,4,13,67.75766738128911,330.60100416405885,-17383.1071157329,0
145,CASUAL,42.879198777243744,1,23613.284221459806,tragamonedas,0,197,98.63939915809723,21643.284221459806,-1970.0,0
128,ARRIESGADO,49.743472978718,1,53289.396383658146,blackjack,2,4,194.48442580632087,11021.677174408485,-42267.71920924966,0
313,CASUAL,51.40218680419847,0,29728.940950073757,tragamonedas,0,123,61.532343176945965,28498.940950073757,-1230.0,0
36,CASUAL,45.02845915896811,1,22545.93350970271,dados,4,13,67.17629059164163,2298.634612143049,-20247.29889755966,0
319,CASUAL,51.8620068605291,0,15065.84193792664,dados,4,20,100.49804501665602,381.4393702312191,-14684.40256769542,0
256,CASUAL,50.907042178943854,1,5165.4226979752275,roulette,3,4,71.70402391757172,3165.4226979752275,-2000.0,0
171,ARRIESGADO,44.248794120261685,1,42407.76575407479,blackjack,2,3,139.44164928123942,14791.363586392474,-27616.402167682318,0
258,CASUAL,45.296429251204955,1,25194.116582532617,blackjack,2,1,80.47032570808541,58205.68974566177,33011.57316312916,1
424,CASUAL,40.435740438564075,0,10207.279847104728,roulette,3,4,69.33112978943154,5921.605494116912,-4285.674352987816,0
386,ARRIESGADO,37.2741626762756,1,43694.597517193535,pocker,1,3,206.5023035048839,40694.597517193535,-3000.0,0
294,CASUAL,25.762842703028742,0,8052.150594646235,tragamonedas,0,209,104.74851906321379,15731.296214726011,7679.145620079777,1
371,ARRIESGADO,39.110294535293214,1,24479.598304668092,roulette,3,8,122.00141932556662,2360.9834113812067,-22118.614893286885,0
318,ARRIESGADO,44.86396114324649,1,51642.970880896886,roulette,3,12,194.17967417093166,333.02020117781467,-51309.95067971907,0
192,CASUAL,46.99582111088514,1,6555.532961873146,blackjack,2,1,61.51808414530604,5555.532961873146,-1000.0,0
133,CASUAL,48.216865758662266,1,27408.117458473327,tragamonedas,0,191,95.82225771998483,41016.12828354229,13608.010825068963,1
193,CASUAL,43.73882226769008,0,10567.774976142884,tragamonedas,0,199,99.97292559460224,8577.774976142884,-1990.0,0
482,ARRIESGADO,18.685619631916662,1,4653.86947743971,roulette,3,8,133.47297111269134,653.86947743971,-4000.0,0
165,CASUAL,36.0157705939041,1,9068.421182143129,tragamonedas,0,173,86.8200775852147,8544.613509834078,-523.8076723090508,0
135,CASUAL,48.234688478568955,1,25578.91628307812,dados,4,15,77.00728528488551,153.6662032854174,-25425.250079792702,0
33,ARRIESGADO,38.00122765402082,1,37673.74389521544,dados,4,42,211.5374919882562,28.119858993713706,-37645.62403622173,0
131,CASUAL,33.99956887379303,1,7079.949138994085,dados,4,19,98.23052997865275,393.58547923459037,-6686.363659759494,0
389,ARRIESGADO,38.05201784894497,1,26887.20806963666,blackjack,2,3,138.86027876231373,6450.847727072621,-20436.36034256404,0
167,CASUAL,34.04973542573082,1,12254.359955537977,roulette,3,5,88.70147953677085,1845.715153132347,-10408.64480240563,0
31,CASUAL,18.0,0,2459.494748746033,blackjack,2,2,117.93461001024275,459.4947487460331,-2000.0,0
482,ARRIESGADO,18.685619631916662,1,4653.86947743971,blackjack,2,3,173.3717876251153,303.5559898237659,-4350.313487615944,0
491,CASUAL,42.6764260350726,0,8830.852647647358,dados,4,14,73.40901106456256,114.13694129816213,-8716.715706349196,0
196,CASUAL,42.30706510249246,0,10980.355045928904,blackjack,2,1,78.38331734363315,9980.355045928904,-1000.0,0
437,ARRIESGADO,28.60603032459224,1,12415.282835766495,pocker,1,2,131.4719308558824,10415.282835766495,-2000.0,0
346,ARRIESGADO,44.66310768459061,1,20874.570584741483,blackjack,2,4,201.1738253174662,3104.3900860570666,-17770.180498684414,0
404,CONSERVADOR,44.913395332584145,1,4239.264051253826,roulette,3,6,98.35619749472555,1167.4343316295185,-3071.829719624308,0
420,ARRIESGADO,31.19648676345701,1,34163.64280021016,dados,4,39,199.90721589871475,395.71252524183365,-33767.93027496833,0
326,ARRIESGADO,27.445981554491933,1,15004.977006406822,roulette,3,10,159.2644452491788,176.0906296671228,-14828.886376739698,0
358,CASUAL,26.11507619613185,0,4121.739634044643,roulette,3,6,101.58727683204746,1121.739634044643,-3000.0,0
26,CASUAL,54.07105195800301,0,19823.81088104796,roulette,3,4,66.36669303593077,5189.377146347804,-14634.433734700156,0
21,CASUAL,59.90732028150799,1,35020.84035221169,pocker,1,1,64.32980525657773,34020.84035221169,-1000.0,0
341,ARRIESGADO,40.522285746477564,1,13801.808685118525,pocker,1,2,129.88844943915177,11801.808685118525,-2000.0,0
335,ARRIESGADO,42.17371615592977,0,19804.23776982717,pocker,1,3,200.35188229098222,51391.990295925854,31587.752526098684,1
459,CONSERVADOR,55.644226884109074,1,14763.392220096342,blackjack,2,1,59.624802982728916,13763.392220096342,-1000.0,0
63,CASUAL,31.73734540059544,1,9822.348980807403,roulette,3,6,92.3343134516865,346.1402086251437,-9476.208772182259,0
316,CASUAL,42.513441496150264,1,28143.498856809318,tragamonedas,0,207,103.78933928729921,30100.291683889056,1956.7928270797383,1
294,CASUAL,25.762842703028742,0,8052.150594646235,tragamonedas,0,127,63.813685525199745,10464.872738527705,2412.7221438814704,1
356,ARRIESGADO,35.42418161243366,1,55941.63623634219,blackjack,2,3,159.25505385575863,14727.18685135608,-41214.4493849861,0
215,CASUAL,61.12193042812388,0,20049.226724910313,roulette,3,7,112.6550296885886,1331.7831716226337,-18717.44355328768,0
49,CASUAL,67.38143338497953,1,25304.693698089402,blackjack,2,1,77.18186051973267,21070.052828719032,-4234.640869370371,0
407,ARRIESGADO,38.34143032980612,1,46814.256078488164,blackjack,2,3,158.46682233903607,17516.620101751123,-29297.63597673704,0
463,ARRIESGADO,39.01268233321571,1,10974.640757039913,pocker,1,2,133.08367211407392,8974.640757039913,-2000.0,0
86,ARRIESGADO,37.67538013279543,1,41104.22594766114,pocker,1,3,216.52225047114743,24051.93870510101,-17052.287242560134,0
152,ARRIESGADO,30.881111239287726,1,16373.567550361091,pocker,1,2,172.68076090540777,14373.567550361091,-2000.0,0
365,CASUAL,45.59291133894707,1,5718.847668117947,blackjack,2,2,115.83799091560918,337.7305639466813,-5381.117104171266,0
75,CASUAL,55.397270908927005,1,18006.402812541724,tragamonedas,0,122,61.3195662700699,20836.583851456115,2830.1810389143902,1
435,CONSERVADOR,56.999876485826135,1,7580.492645821956,dados,4,22,111.72290343159678,455.4438842490198,-7125.048761572936,0
369,CASUAL,47.0692751928326,0,18032.7067833724,blackjack,2,1,78.97862142043262,8123.643174029523,-9909.063609342877,0
41,CASUAL,27.723305058793926,0,5140.156920079759,dados,4,20,103.34289664861427,133.84841470406354,-5006.308505375696,0
82,CASUAL,61.609524881479395,0,39753.89124173897,tragamonedas,0,225,112.73231449155894,37503.89124173897,-2250.0,0
21,CASUAL,59.90732028150799,1,35020.84035221169,roulette,3,4,69.87504430465391,4224.448081876228,-30796.392270335466,0
129,CASUAL,39.360760684735276,0,11645.421957748007,tragamonedas,0,143,71.87137159202865,17522.65550789533,5877.233550147324,1
29,CASUAL,36.382451041403144,1,27088.949181339787,dados,4,13,66.81657751836481,22790.92045122229,-4298.028730117498,0
430,CASUAL,33.52762858759765,1,10820.413375230932,blackjack,2,1,65.72882004971359,9820.413375230932,-1000.0,0
412,CASUAL,42.756872140290994,1,19101.81401820412,roulette,3,6,97.27172472242168,269.1685468786063,-18832.645471325515,0
12,CONSERVADOR,59.91389626124288,1,17294.522662650896,tragamonedas,0,170,85.41676115913234,15594.522662650896,-1700.0,0
342,CONSERVADOR,54.37850297361706,0,7604.922208606196,pocker,1,1,110.62453492981105,6604.922208606196,-1000.0,0
244,ARRIESGADO,49.3587577054744,0,39934.85353784858,roulette,3,12,192.51228127429493,1337.8604984000121,-38596.99303944857,0
169,ARRIESGADO,42.256034264776474,1,10835.334504933475,blackjack,2,4,209.0573526549269,2617.8183080593717,-8217.516196874103,0
140,ARRIESGADO,36.76568594014334,0,45366.13383655763,roulette,3,12,194.6870374260698,1176.085893303496,-44190.04794325413,0
87,CASUAL,32.8747686890483,1,7813.842572478479,roulette,3,5,84.32494508748461,6787.759763263817,-1026.0828092146621,0
3,CASUAL,29.93705286081908,1,4941.271864934429,tragamonedas,0,135,67.93293176888844,12591.78889797803,7650.5170330436,1
150,CASUAL,47.538164765496276,1,6684.1598470636345,tragamonedas,0,222,111.19461299219863,13361.340712949544,6677.18086588591,1
206,CASUAL,44.13477713617865,0,20762.594380633436,tragamonedas,0,130,65.30084499346668,19462.594380633436,-1300.0,0
269,ARRIESGADO,49.20179596988361,1,37149.78339766561,tragamonedas,0,371,185.5673589205923,33439.78339766561,-3710.0,0
171,ARRIESGADO,44.248794120261685,1,42407.76575407479,blackjack,2,4,204.9456392677945,5079.044210169326,-37328.72154390546,0
258,CASUAL,45.296429251204955,1,25194.116582532617,roulette,3,5,86.77863042904943,432.3563995142322,-24761.760183018385,0
29,CASUAL,36.382451041403144,1,27088.949181339787,blackjack,2,2,118.56011602098425,7296.311859047324,-19792.637322292463,0
93,CONSERVADOR,56.77861938808579,1,19166.369675014637,tragamonedas,0,72,36.35935388745869,18446.369675014637,-720.0,0
246,CONSERVADOR,51.30488030489918,1,9584.904560455265,roulette,3,5,76.68356183979344,302.7409544282009,-9282.163606027065,0
149,CONSERVADOR,46.43307732507873,1,4961.610867683156,dados,4,20,103.05119804097066,180.46497659994952,-4781.145891083207,0
288,ARRIESGADO,31.709211708278396,1,16239.846115481116,pocker,1,3,223.03318266131893,1406625.3190254704,1390385.4729099893,1
244,ARRIESGADO,49.3587577054744,0,39934.85353784858,blackjack,2,3,157.85829018209114,15953.68758233512,-23981.16595551346,0
220,ARRIESGADO,32.44331314337518,1,27335.973939041713,pocker,1,3,199.10665568153183,19057.29893706373,-8278.675001977983,0
498,CASUAL,48.1158150338288,0,22344.034791728547,tragamonedas,0,207,103.78948469348303,27712.192859179046,5368.1580674504985,1
26,CASUAL,54.07105195800301,0,19823.81088104796,tragamonedas,0,199,99.79877143573762,35845.1270624389,16021.31618139094,1
178,CASUAL,41.08380189280398,0,10504.561097939737,blackjack,2,2,115.68277047807979,8291.535282660074,-2213.025815279663,0
123,ARRIESGADO,52.482156171872305,1,48924.709159923375,blackjack,2,5,237.7575729579787,2206.389589856719,-46718.319570066655,0
407,ARRIESGADO,38.34143032980612,1,46814.256078488164,pocker,1,3,227.45533230830318,29492.472709220558,-17321.783369267607,0
157,CASUAL,39.69325440226376,0,17984.09368989629,roulette,3,4,66.7748873112416,5946.96888723795,-12037.12480265834,0
22,ARRIESGADO,35.64166131597609,1,21629.711138446903,pocker,1,2,133.64501151607288,19629.711138446903,-2000.0,0
168,CONSERVADOR,45.792270140906126,0,4397.2541118230765,tragamonedas,0,160,80.02254303066255,2797.2541118230765,-1600.0,0
301,CASUAL,36.7101116623899,1,23548.050232308728,tragamonedas,0,206,103.42023271730574,30853.68099265446,7305.630760345732,1
347,CASUAL,46.797515657713156,0,12993.930965055008,tragamonedas,0,201,100.91154183394869,10983.930965055008,-2010.0,0
304,CASUAL,43.55986652519707,1,19783.43813015974,tragamonedas,0,157,78.83631518298793,37499.89748483061,17716.45935467087,1
242,CASUAL,47.49969939455531,1,13066.659439802224,pocker,1,1,76.2988858286748,12066.659439802224,-1000.0,0
60,ARRIESGADO,37.272912857528084,1,10170.95325119173,pocker,1,3,226.0977321848822,805.5907797846658,-9365.362471407065,0
237,ARRIESGADO,43.05657273272365,1,12008.162635527311,roulette,3,15,229.0000852081323,151.7898020507555,-11856.372833476555,0
285,CASUAL,38.17461845796694,0,11425.457736918044,blackjack,2,1,68.15603107880409,10425.457736918044,-1000.0,0
111,CONSERVADOR,57.42869549603737,1,18381.563781140816,roulette,3,7,118.35232748605253,2923.622833792895,-15457.94094734792,0
218,CASUAL,37.38705755239876,0,20020.163268531105,tragamonedas,0,139,69.5409930117245,21461.732886996473,1441.569618465368,1
114,CASUAL,55.127390539563706,0,34031.197970456786,blackjack,2,1,70.05288637390704,27611.000491690935,-6420.197478765851,0
293,CASUAL,36.223864133723445,0,19607.621270822572,tragamonedas,0,185,92.88606696682615,17977.11822789108,-1630.5030429314938,0
441,CASUAL,39.49106794882858,0,22020.46849103988,tragamonedas,0,158,79.4148747417074,33158.18697738048,11137.7184863406,1
172,CASUAL,37.59186226707602,1,8918.898614751768,blackjack,2,2,92.18977914795931,5358.097449914987,-3560.801164836781,0
362,CASUAL,40.86243118619937,1,14767.806624317564,tragamonedas,0,231,115.64853172436702,18218.701576121715,3450.894951804152,1
83,CASUAL,53.07308186210729,1,12891.286914287943,tragamonedas,0,180,90.05653382046586,11091.286914287943,-1800.0,0
463,ARRIESGADO,39.01268233321571,1,10974.640757039913,blackjack,2,4,181.0729448628901,4118.1908966667215,-6856.449860373192,0
98,ARRIESGADO,48.79400612078136,1,25196.109863218793,roulette,3,9,148.61692567715977,340.4664067710255,-24855.643456447768,0
75,CASUAL,55.397270908927005,1,18006.402812541724,roulette,3,4,71.44848116414089,311122.7581062593,293116.3552937176,1
188,CASUAL,41.451755419051814,0,23502.930850392888,roulette,3,5,77.41962379540055,425.90479621544546,-23077.02605417744,0
403,CASUAL,31.908346856974184,0,5769.650510879631,tragamonedas,0,123,61.95765657125101,6382.310550170066,612.6600392904347,1
169,ARRIESGADO,42.256034264776474,1,10835.334504933475,pocker,1,2,120.70996380834598,8835.334504933475,-2000.0,0
437,ARRIESGADO,28.60603032459224,1,12415.282835766495,roulette,3,9,144.2947290855843,83.97838472668627,-12331.304451039809,0
33,ARRIESGADO,38.00122765402082,1,37673.74389521544,dados,4,29,148.46100855838364,375.89439147239483,-37297.84950374305,0
24,CASUAL,32.46119332250988,1,15450.113633445191,dados,4,17,88.3330434505322,367.2415055407814,-15082.87212790441,0
425,ARRIESGADO,37.548527781414066,1,34208.424411975175,roulette,3,12,188.5774423652785,82.1099971269341,-34126.31441484824,0
373,ARRIESGADO,46.35077672484699,1,49525.297481059795,pocker,1,3,214.07818763623447,981.8227017114114,-48543.474779348384,0
109,ARRIESGADO,28.945902559840352,0,30825.905340087193,pocker,1,2,124.95270747133893,28825.905340087193,-2000.0,0
441,CASUAL,39.49106794882858,0,22020.46849103988,blackjack,2,1,70.53621232484785,7763.133975538261,-14257.334515501618,0
